# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
     46.57      0.12      0.32      0.41     -1.05     -0.18     -0.35     -0.30     -0.08      0.26
     47.36      0.24      0.24      0.27     -1.16     -0.26     -0.31     -0.32     -0.01      0.26
     48.14      0.32      0.16      0.15     -1.09     -0.24     -0.25     -0.34     -0.07      0.26
     48.92      0.34      0.08      0.05     -0.93     -0.14     -0.19     -0.33     -0.28      0.23
      49.7      0.32     -0.02     -0.03     -0.78     -0.05     -0.15     -0.26     -0.56      0.19
     50.48      0.26     -0.12     -0.08     -0.71      0.01     -0.12     -0.15     -0.81      0.14
     51.26      0.21     -0.19     -0.10     -0.67      0.01     -0.09     -0.05     -0.96      0.11
     52.03      0.15     -0.24     -0.08     -0.56     -0.04     -0.07      0.02     -0.97      0.10
      52.8      0.09     -0.26     -0.03     -0.32     -0.10     -0.07      0.04     -0.90      0.09
     53.57      0.01     -0.26      0.06      0.05     -0.14     -0.07      0.03     -0.80      0.09
     54.34     -0.07     -0.23      0.13      0.49     -0.15     -0.10     -0.01     -0.77      0.09
     55.11     -0.16     -0.16      0.13      0.88     -0.11     -0.12     -0.04     -0.87      0.08
     55.87     -0.23     -0.07      0.06      1.16     -0.04     -0.14     -0.09     -1.08      0.07
     56.64     -0.28      0.06     -0.08      1.29      0.04     -0.15     -0.15     -1.39      0.06
      57.4     -0.32      0.17     -0.24      1.27      0.11     -0.14     -0.21     -1.69      0.05
     58.16     -0.32      0.24     -0.37      1.15      0.16     -0.11     -0.27     -1.93      0.03
     58.92     -0.33      0.26     -0.44      0.94      0.18     -0.06     -0.29     -2.04      0.01
     59.68     -0.33      0.25     -0.46      0.68      0.19     -0.01     -0.28     -2.04      0.00
# CH3 Time dependent Ld (%)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68     -0.25      0.13      0.29     -0.24      0.04     -0.14      0.09     -0.07      0.19
    -58.92     -0.20      0.00      0.26     -0.29      0.01     -0.08      0.11     -0.01      0.14
    -58.16     -0.12     -0.02      0.23     -0.33     -0.05     -0.03      0.14      0.03      0.10
     -57.4     -0.02      0.02      0.17     -0.37     -0.11      0.05      0.13      0.04      0.06
    -56.64      0.13      0.05      0.11     -0.40     -0.19      0.13      0.13      0.03     -0.01
    -55.87      0.28      0.09      0.04     -0.41     -0.25      0.25      0.12     -0.03     -0.08
    -55.11      0.42      0.15     -0.03     -0.39     -0.33      0.36      0.14     -0.09     -0.13
    -54.34      0.47      0.19     -0.07     -0.38     -0.38      0.46      0.16     -0.17     -0.18
    -53.57      0.43      0.16     -0.07     -0.33     -0.40      0.53      0.21     -0.22     -0.22
     -52.8      0.29      0.15     -0.03     -0.28     -0.37      0.57      0.23     -0.28     -0.27
    -52.03      0.09      0.16      0.01     -0.23     -0.29      0.56      0.27     -0.30     -0.28
    -51.26     -0.12      0.14      0.03     -0.17     -0.15      0.51      0.27     -0.29     -0.28
    -50.48     -0.24      0.10      0.00     -0.12      0.00      0.44      0.25     -0.26     -0.26
     -49.7     -0.22      0.04     -0.07     -0.04      0.11      0.36      0.23     -0.18     -0.21
    -48.92     -0.11      0.00     -0.18      0.02      0.14      0.27      0.19     -0.10     -0.15
    -48.14      0.03     -0.09     -0.24      0.07      0.06      0.20      0.15      0.01     -0.08
    -47.36      0.09     -0.16     -0.23      0.10     -0.04      0.15      0.08      0.12     -0.01
    -46.57      0.07     -0.20     -0.17      0.12     -0.17      0.11      0.01      0.18      0.07
    -45.78      0.04     -0.14     -0.14      0.14     -0.21      0.06     -0.07      0.18      0.15
    -44.99      0.09     -0.11     -0.14      0.16     -0.19     -0.00     -0.16      0.10      0.20
     -44.2      0.21     -0.13     -0.20      0.21     -0.06     -0.07     -0.22      0.01      0.23
    -43.41      0.30     -0.25     -0.23      0.25      0.11     -0.15     -0.28     -0.02      0.21
    -42.61      0.22     -0.39     -0.15      0.29      0.28     -0.24     -0.30      0.03      0.15
    -41.81      0.03     -0.41      0.03      0.28      0.35     -0.36     -0.33      0.14      0.06
    -41.01     -0.09     -0.33      0.25      0.27      0.34     -0.45     -0.34      0.27     -0.03
    -40.23     -0.07     -0.21      0.41      0.25      0.23     -0.47     -0.38      0.36     -0.11
    -39.45      0.00     -0.21      0.56      0.26      0.11     -0.38     -0.40      0.37     -0.14
    -38.68     -0.05     -0.39      0.71      0.28     -0.01     -0.19     -0.50      0.28     -0.12
    -37.92     -0.17     -0.57      0.88      0.31     -0.11      0.00     -0.63      0.17     -0.05
    -37.17     -0.22     -0.65      0.99      0.29     -0.20      0.12     -0.80      0.11     -0.00
    -36.42     -0.14     -0.52      0.99      0.24     -0.31      0.11     -0.94      0.14      0.01
    -35.69      0.00     -0.31      0.88      0.18     -0.41      0.06     -1.03      0.21     -0.05
    -34.95      0.09     -0.16      0.72      0.12     -0.50      0.06     -1.03      0.24     -0.13
    -34.23      0.12     -0.11      0.56      0.07     -0.48      0.10     -0.94      0.18     -0.16
    -33.51      0.14     -0.11      0.43      0.01     -0.32      0.11     -0.84      0.09     -0.07
     -32.8      0.10     -0.10      0.33     -0.04     -0.06      0.01     -0.70      0.01      0.07
    -32.09     -0.01     -0.06      0.24     -0.06      0.18     -0.12     -0.53     -0.01      0.17
    -31.39     -0.07     -0.04      0.17     -0.00      0.28     -0.17     -0.39     -0.00      0.17
    -30.69     -0.02     -0.02      0.10      0.06      0.27     -0.12     -0.30      0.02      0.14
     -30.0      0.05     -0.04      0.05      0.05      0.22     -0.06     -0.29      0.03      0.13
    -29.31      0.05     -0.03      0.03     -0.03      0.17     -0.05     -0.30      0.06      0.12
    -28.63      0.04      0.04      0.03     -0.08      0.10     -0.04     -0.34      0.09      0.05
    -27.95      0.08      0.13      0.05     -0.06      0.01      0.01     -0.41      0.10     -0.03
    -27.28      0.12      0.18      0.03     -0.03     -0.05      0.07     -0.38      0.07     -0.03
    -26.61      0.08      0.19     -0.03     -0.07     -0.06      0.08     -0.38      0.04      0.06
    -25.94      0.03      0.17     -0.08     -0.08     -0.07      0.11     -0.28      0.03      0.12
    -25.28     -0.00      0.13     -0.02     -0.01     -0.10      0.10     -0.17      0.07      0.05
    -24.62      0.00      0.12      0.11      0.05     -0.11     -0.06     -0.03      0.12     -0.10
    -23.97      0.01      0.17      0.17      0.01     -0.07     -0.30      0.08      0.13     -0.22
    -23.32     -0.00      0.25      0.11     -0.03     -0.03     -0.41      0.11      0.05     -0.31
    -22.67      0.00      0.28      0.02      0.04     -0.01     -0.29      0.09     -0.04     -0.32
    -22.02      0.03      0.26      0.02      0.10      0.02     -0.09      0.04     -0.04     -0.32
    -21.38      0.03      0.19      0.06      0.03      0.12     -0.02     -0.01      0.04     -0.35
    -20.74      0.01      0.10      0.06     -0.06      0.23     -0.02     -0.02      0.06     -0.36
    -20.11     -0.04     -0.04      0.02     -0.03      0.26     -0.00      0.02      0.00     -0.25
    -19.47     -0.01     -0.18     -0.00      0.07      0.19      0.03      0.11     -0.03     -0.09
    -18.84      0.11     -0.26      0.06      0.12      0.07     -0.05      0.16      0.03      0.01
    -18.21      0.18     -0.18      0.11      0.09     -0.02     -0.22      0.11      0.07      0.08
    -17.58      0.08     -0.06      0.05      0.00     -0.03     -0.31     -0.01      0.04      0.13
    -16.96     -0.11      0.03     -0.03     -0.08      0.02     -0.23     -0.14     -0.00      0.13
    -16.33     -0.23      0.10     -0.02     -0.06      0.04      0.01     -0.20     -0.01      0.11
    -15.71     -0.19      0.20     -0.03     -0.04     -0.01      0.25     -0.18      0.00      0.05
    -15.09     -0.11      0.29     -0.13     -0.03     -0.05      0.36     -0.10      0.04     -0.03
    -14.48     -0.05      0.32     -0.28     -0.09     -0.06      0.22     -0.02      0.08     -0.08
    -13.86     -0.04      0.23     -0.19     -0.10     -0.06      0.02      0.02      0.06     -0.01
    -13.25     -0.04      0.08      0.13     -0.04     -0.04     -0.03     -0.02     -0.05      0.11
    -12.64     -0.02     -0.01      0.31      0.02     -0.03     -0.02     -0.09     -0.12      0.12
    -12.02     -0.04     -0.05      0.42      0.02     -0.07      0.06     -0.10     -0.08      0.04
    -11.42     -0.08     -0.06      0.44     -0.00     -0.08      0.07     -0.08     -0.01     -0.02
    -10.81     -0.08     -0.10      0.39     -0.02     -0.05      0.09     -0.05     -0.02     -0.03
     -10.2     -0.01     -0.08      0.26     -0.03      0.08      0.06     -0.12     -0.04      0.05
     -9.59      0.03     -0.08      0.07     -0.08      0.17      0.05     -0.31     -0.06      0.13
     -8.99      0.02     -0.03      0.08     -0.06      0.14      0.04     -0.49     -0.03      0.11
     -8.39     -0.08      0.01      0.11      0.00      0.28     -0.12     -0.50     -0.04     -0.04
     -7.78     -0.02      0.02      0.06      0.09      0.48     -0.11     -0.28     -0.04     -0.13
     -7.18     -0.09     -0.04     -0.03     -0.03      0.55     -0.16     -0.07      0.04     -0.10
     -6.58     -0.08     -0.04     -0.03     -0.03      0.31      0.01      0.00      0.14      0.01
     -5.98     -0.15      0.01     -0.03     -0.05      0.17     -0.07     -0.02      0.16      0.03
     -5.38     -0.02      0.02     -0.07      0.11      0.23     -0.02     -0.09      0.08     -0.00
     -4.78      0.06     -0.07     -0.10      0.01      0.22      0.01     -0.16      0.08     -0.04
     -4.18      0.01     -0.06      0.02     -0.05      0.11     -0.01     -0.20      0.18     -0.02
     -3.58     -0.08      0.02      0.08     -0.02     -0.11      0.07     -0.13      0.14      0.07
     -2.99     -0.14      0.05      0.05     -0.06     -0.07      0.05     -0.01     -0.02      0.10
     -2.39     -0.10      0.01     -0.06     -0.02      0.01      0.18      0.08     -0.12      0.07
     -1.79     -0.11     -0.06      0.03     -0.13      0.26      0.12      0.07     -0.11     -0.01
     -1.19     -0.11     -0.03      0.03     -0.02      0.25      0.07     -0.01     -0.07     -0.09
      -0.6     -0.05     -0.05      0.04     -0.10      0.10      0.03     -0.03     -0.06     -0.08
       0.0      0.18     -0.05     -0.06     -0.05      0.05      0.04      0.05      0.03     -0.05
       0.6      0.26     -0.08     -0.06     -0.14      0.09     -0.04     -0.03      0.08      0.03
      1.19      0.33     -0.06     -0.08     -0.03      0.16     -0.15     -0.27      0.05      0.09
      1.79      0.15     -0.00     -0.07     -0.05      0.04     -0.18     -0.36      0.01      0.11
      2.39      0.08      0.07     -0.11      0.04      0.05     -0.14     -0.29      0.10      0.15
      2.99      0.02      0.26     -0.07     -0.04     -0.08     -0.08     -0.16      0.17      0.09
      3.58     -0.05      0.31     -0.07      0.03     -0.15     -0.10     -0.08      0.30      0.04
      4.18     -0.08      0.27      0.02     -0.04     -0.19     -0.03     -0.06      0.22      0.05
      4.78     -0.12      0.26      0.02      0.01     -0.23     -0.00     -0.00      0.20      0.12
      5.38     -0.12      0.34      0.01     -0.05     -0.25      0.02     -0.01      0.14      0.19
      5.98     -0.10      0.32      0.03      0.02     -0.24     -0.07     -0.16      0.14      0.21
      6.58     -0.21      0.08      0.05     -0.06     -0.11     -0.13     -0.19      0.20      0.05
      7.18     -0.14     -0.08      0.20     -0.10     -0.07     -0.33     -0.11     -0.11     -0.04
      7.78     -0.20     -0.03      0.24     -0.28     -0.13     -0.20      0.16     -0.18     -0.33
      8.39     -0.16      0.09     -0.03     -0.32     -0.28     -0.07      0.38     -0.29     -0.29
      8.99     -0.14      0.04     -0.22     -0.25     -0.15      0.22      0.41     -0.14     -0.31
      9.59     -0.01      0.01     -0.26     -0.08     -0.14      0.23      0.23     -0.21     -0.10
      10.2      0.07      0.01     -0.11      0.10      0.02      0.29      0.16     -0.33     -0.01
     10.81      0.05     -0.03     -0.13     -0.01     -0.05      0.31      0.09     -0.26     -0.04
     11.42     -0.02     -0.09     -0.07      0.09      0.07      0.18      0.10     -0.13     -0.05
     12.02     -0.04     -0.26      0.07      0.04     -0.01      0.02     -0.01     -0.10     -0.04
     12.64     -0.05     -0.27      0.18      0.19     -0.02      0.08      0.05     -0.08      0.00
     13.25     -0.02     -0.26      0.14      0.07     -0.07      0.08      0.03     -0.08     -0.03
     13.86      0.00     -0.20      0.17      0.07      0.11      0.24     -0.02      0.01     -0.07
     14.48      0.01     -0.24      0.18     -0.03      0.18      0.14     -0.18      0.00     -0.06
     15.09      0.02     -0.31      0.16     -0.03      0.18      0.37     -0.20      0.05     -0.08
     15.71     -0.07     -0.29      0.03     -0.10      0.12      0.39     -0.15      0.07     -0.06
     16.33     -0.08     -0.06      0.06     -0.09      0.13      0.50     -0.16      0.05     -0.13
     16.96     -0.09      0.01      0.11     -0.10      0.14      0.38     -0.05     -0.04     -0.10
     17.58     -0.09     -0.08      0.17     -0.02      0.11      0.26     -0.05     -0.11     -0.07
     18.21     -0.13     -0.23      0.15     -0.04      0.05      0.06     -0.01     -0.10      0.02
     18.84     -0.20     -0.19      0.11      0.12     -0.03      0.09     -0.06      0.05     -0.02
     19.47     -0.23     -0.03      0.08      0.03      0.01      0.10     -0.01      0.16     -0.10
     20.11     -0.17      0.05      0.05      0.02      0.02      0.14     -0.04      0.20     -0.09
     20.74     -0.02      0.10     -0.00     -0.13      0.09      0.02     -0.01      0.07     -0.07
     21.38      0.13      0.06     -0.09     -0.12      0.08     -0.02     -0.04      0.02     -0.08
     22.02      0.18     -0.05     -0.12     -0.07     -0.02      0.02     -0.03      0.02     -0.03
     22.67      0.13     -0.20     -0.10     -0.01     -0.05      0.05      0.02      0.06      0.03
     23.32      0.10     -0.20     -0.02      0.02      0.04      0.02     -0.03      0.06      0.05
     23.97      0.04     -0.09     -0.00     -0.02      0.13     -0.09     -0.07      0.01      0.03
     24.62      0.01     -0.00      0.06     -0.07      0.21     -0.06     -0.09      0.08     -0.04
     25.28     -0.06      0.01      0.10     -0.06      0.18     -0.06     -0.05      0.19     -0.04
